DATAFLOW;INDICATOR: Indicateur;MUNICIPALITY: Commune;FREQ: Fréquence;TIME_PERIOD: Période;OBS_VALUE;NOTE_INDICATOR: Note;OBS_STATUS: Statut d'observation;DECIMALS: Décimales
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2013;989.0800171;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2014;1064.530029;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2015;1173.920044;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2016;1194.630005;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2017;1280;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2018;1183;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2019;1036;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2020;1171;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2021;1355;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2022;1356;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C1100: Wormeldange;A: Annuelle;2023;1556.80004882813;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2013;2.473731995;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2014;2.423639536;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2015;2.438535929;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2016;2.367633104;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2017;2.13373279571533;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2018;2.45698046684265;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2019;2.6860020160675;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2020;2.44513630867004;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2021;2.34972858428955;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2022;2.35713887214661;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C220: Dippach;A: Annuelle;2023;2.23777413368225;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2013;2.715808153;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2014;2.616910458;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2015;2.829119682;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2016;2.78334403;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2017;2.14714908599854;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2018;3.06602549552917;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2019;2.50479578971863;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2020;2.31442666053772;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2021;2.41888928413391;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2022;2.48842406272888;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C900: Stadtbredimus;A: Annuelle;2023;2.60265612602234;;;1: Un
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2013;3955.758789;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2014;4048.649902;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2015;4042.030029;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2016;4000;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2017;4156;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2018;4321;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2019;4517;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2020;4724;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2021;4917;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2022;5000;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C330: Flaxweiler;A: Annuelle;2023;5408.60009765625;;;0: Zéro
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2013;2.45404768;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2014;2.469173193;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2015;2.475038528;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2016;2.391340256;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2017;2.34514594078064;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2018;2.64184927940369;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2019;2.61842489242554;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2020;2.45923328399658;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2021;2.54474091529846;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2022;2.57570171356201;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C1070: Wiltz;A: Annuelle;2023;2.50043082237244;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2013;6.201933384;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2014;5.851595402;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2015;5.713963985;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2016;5.600912094;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2017;5.22847747802734;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2018;5.49452638626099;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2019;5.49621200561523;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2020;5.68854475021362;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2021;5.38141107559204;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2022;5.58100557327271;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C440: Junglinster;A: Annuelle;2023;5.63057708740234;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2013;5.532409668;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2014;5.542881012;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2015;5.199619293;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2016;5.10858345;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2017;4.8958592414856;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2018;5.98142671585083;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2019;6.15271043777466;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2020;5.54677486419678;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2021;5.64514207839966;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2022;5.53811264038086;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C610: Mersch;A: Annuelle;2023;5.4967679977417;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2013;2.341735363;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2014;2.360785723;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2015;2.297533035;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2016;2.331227064;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2017;2.40859937667847;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2018;2.39507508277893;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2019;2.38658547401428;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2020;2.3693106174469;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2021;2.35789632797241;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2022;2.34378671646118;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C850: Schengen;A: Annuelle;2023;2.29984188079834;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2013;6.780140877;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2014;6.615318775;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2015;6.499665737;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2016;5.980404377;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2017;6.28711986541748;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2018;6.90771579742432;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2019;6.84979915618896;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2020;6.36377000808716;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2021;6.0857367515564;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2022;6.38463592529297;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C950: Troisvierges;A: Annuelle;2023;6.09688138961792;;;1: Un
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2013;8381.179688;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2014;8024.35498;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2015;8947.05957;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2016;8935.410156;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2017;9461;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2018;9296;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2019;9861;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2020;10110;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2021;10394;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2022;11086;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C320: Fischbach;A: Annuelle;2023;11864.6298828125;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2013;7402.490234;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2014;7802.540039;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2015;7898.870117;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2016;8023.819824;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2017;7956;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2018;8064;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2019;8599;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2020;9590;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2021;9531;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2022;10333;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C660: Mondorf-les-Bains;A: Annuelle;2023;10973.7197265625;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2013;1858.159912;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2014;1921.040039;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2015;1921.030029;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2016;1922.959961;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2017;1946;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2018;1999;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2019;2004;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2020;2142;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2021;2202;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2022;2300;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M020: P10;C550: Leudelange;A: Annuelle;2023;2447.07006835938;M20: le premier décile (noté ici P10) est le salaire en-dessous duquel se situent 10 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2013;4526.5;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2014;4700.280273;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2015;4499.032227;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2016;4666.679688;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2017;4777;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2018;4895;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2019;5071;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2020;5500;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2021;5617;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2022;6153;;;0: Zéro
LU1:DF_C1600(1.0);M030: Médiane;C880: Schuttrange;A: Annuelle;2023;6516.91015625;;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2013;6725.259766;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2014;6924.189941;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2015;7135.350098;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2016;6923.089844;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2017;7153;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2018;7422;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2019;7797;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2020;7668;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2021;8246;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2022;8470;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C490: Kiischpelt;A: Annuelle;2023;9082.01953125;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2013;5.009822845;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2014;4.793203831;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2015;5.200777054;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2016;5.322189331;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2017;4.95860862731934;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2018;5.06934881210327;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2019;5.30299854278564;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2020;5.08817958831787;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2021;4.53738784790039;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2022;4.83752918243408;;;1: Un
LU1:DF_C1600(1.0);M050: P90/P10;C270: Erpeldange-sur-Sûre;A: Annuelle;2023;4.95540046691895;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2013;2.466343164;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2014;2.28784585;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2015;2.32458806;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2016;2.383171082;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2017;2.25809550285339;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2018;2.51466679573059;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2019;2.33955764770508;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2020;2.33536458015442;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2021;2.37817716598511;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2022;2.30575156211853;;;1: Un
LU1:DF_C1600(1.0);M060: P50/P10;C600: Manternach;A: Annuelle;2023;2.37170839309692;;;1: Un
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2013;6370.109863;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2014;6370.870117;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2015;6529.120117;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2016;6599.580078;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2017;6774;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2018;6806;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2019;7072;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2020;7365;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2021;7500;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2022;7944;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M040: P90;C870: Schifflange;A: Annuelle;2023;8548.109375;M40: le neuvième décile (noté ici P90) est le salaire en-dessous duquel se situent 90 % des salaires;;0: Zéro
LU1:DF_C1600(1.0);M070: P90/P50;C170: Consdorf;A: Annuelle;2013;2.515003681;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C170: Consdorf;A: Annuelle;2014;2.429447889;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C170: Consdorf;A: Annuelle;2015;2.527325869;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C170: Consdorf;A: Annuelle;2016;2.621892929;;;1: Un
LU1:DF_C1600(1.0);M070: P90/P50;C170: Consdorf;A: Annuelle;2017;2.68082213401794;;;1: Un
